head_x, head_y, head_z, neck_x, neck_y, neck_z, torso_x, torso_y, torso_z, left_shoulder_x, left_shoulder_y, left_shoulder_z, right_shoulder_x,right_shoulder_y, right_shoulder_z,left_elbow_x, left_elbow_y, left_elbow_z, right_elbow_x, right_elbow_y, right_elbow_z, left_hand_x, left_hand_y, left_hand_z, right_hand_x, right_hand_y, right_hand_z, left_hip_x, left_hip_y, left_hip_z, right_hip_x, right_hip_y, right_hip_z,left_knee_x,left_knee_y,left_knee_z, right_knee_x, right_knee_y, right_knee_z, left_feet_x, left_feet_y, left_feet_z, right_feet_x, right_feet_y, right_feet_z
368.57336,98.67973,368.57336,327.47818,194.92856,327.47818,313.16306,264.74197,313.16306,268.27042,186.76427,268.27042,381.36987,202.35982,381.36987,185.64677,248.37953,185.64677,392.62314,230.883,392.62314,215.84128,327.75854,215.84128,379.0647,310.10983,379.0647,273.30832,506.92596,273.30832,332.21765,450.94324,332.21765,270.2861,330.19708,270.2861,327.57272,331.5756,327.57272,280.52365,633.2888,280.52365,324.71283,555.38434,324.71283,
368.2379,98.801834,368.2379,327.39816,195.46432,327.39816,313.43387,267.64352,313.43387,268.37936,188.40894,268.37936,380.97995,201.86975,380.97995,185.04987,249.51973,185.04987,397.02475,231.50723,397.02475,213.06824,326.12872,213.06824,376.58646,316.3263,376.58646,262.36682,505.86316,262.36682,337.35205,503.92386,337.35205,269.77676,335.82117,269.77676,329.239,335.75812,329.239,283.26672,627.82324,283.26672,323.0303,614.73193,323.0303,
368.31522,99.01973,368.31522,325.37442,192.92427,325.37442,312.57782,265.1857,312.57782,267.27542,186.09184,267.27542,377.57083,199.06255,377.57083,183.48897,246.47495,183.48897,395.67365,235.95468,395.67365,215.85129,326.33002,215.85129,379.95578,311.82553,379.95578,264.08154,506.8432,264.08154,346.4302,491.50882,346.4302,270.78522,334.6336,270.78522,328.4002,333.52234,328.4002,288.56116,624.87885,288.56116,321.80618,612.0952,321.80618,
368.23145,98.86694,368.23145,327.57074,194.09496,327.57074,313.6461,265.24774,313.6461,271.15106,186.23737,271.15106,378.7917,201.22853,378.7917,184.01248,246.83035,184.01248,392.88965,248.11212,392.88965,215.73221,327.06097,215.73221,378.47583,315.07306,378.47583,296.0513,506.2137,296.0513,351.34848,463.51706,351.34848,270.6321,332.69165,270.6321,328.62524,333.49747,328.62524,283.62268,630.42755,283.62268,335.76627,601.0896,335.76627,
368.13055,98.64409,368.13055,328.97937,194.5387,328.97937,314.31314,265.17978,314.31314,274.15637,186.20914,274.15637,379.0766,202.15024,379.0766,184.0996,247.15958,184.0996,393.19965,247.08656,393.19965,217.54807,328.6851,217.54807,377.50174,315.9046,377.50174,281.39014,514.73517,281.39014,343.25806,431.88678,343.25806,270.55225,331.56256,270.55225,328.6908,333.44742,328.6908,282.53256,627.49725,282.53256,326.49802,557.7667,326.49802,
368.3722,98.53348,368.3722,316.17102,168.45122,316.17102,308.32794,239.1377,308.32794,262.06592,161.61473,262.06592,365.00214,174.6213,365.00214,174.14697,222.77686,174.14697,401.9389,252.84525,401.9389,208.65936,305.70688,208.65936,386.70087,333.69482,386.70087,263.61618,488.45682,263.61618,344.85846,464.9168,344.85846,264.96405,308.56024,264.96405,334.04526,307.67386,334.04526,276.58627,619.7449,276.58627,329.94992,590.4212,329.94992,
368.35474,98.35181,368.35474,318.48883,165.63005,318.48883,309.4574,236.97285,309.4574,262.66306,158.6015,262.66306,368.8294,171.96802,368.8294,174.034,219.77719,174.034,400.04788,257.01907,400.04788,210.98997,303.75443,210.98997,385.08228,338.497,385.08228,268.37616,446.8034,268.37616,344.25458,466.32767,344.25458,265.3583,306.3664,265.3583,333.83777,305.62134,333.83777,276.2959,568.3734,276.2959,330.62936,591.3938,330.62936,
368.00958,97.89949,368.00958,325.06836,187.7959,325.06836,313.38675,252.42479,313.38675,270.03265,180.72655,270.03265,375.6633,194.29483,375.6633,182.65318,242.00154,182.65318,394.31854,238.58104,394.31854,209.47443,315.985,209.47443,378.66705,316.3629,378.66705,278.70944,436.801,278.70944,347.33105,436.35693,347.33105,267.6868,313.1553,267.6868,335.0185,314.9896,335.0185,279.69974,566.6353,279.69974,327.962,569.41437,327.962,
367.42963,97.23039,367.42963,324.26614,184.62106,324.26614,313.09723,252.75496,313.09723,268.859,178.09517,268.859,375.12717,190.61151,375.12717,182.62726,240.19255,182.62726,398.24097,241.65582,398.24097,205.07199,310.6579,205.07199,379.3369,320.09802,379.3369,277.18448,490.3629,277.18448,348.4462,477.1009,348.4462,268.73416,317.40387,268.73416,334.44217,318.07544,334.44217,283.65994,622.3163,283.65994,332.20322,605.15594,332.20322,
366.96335,96.83705,366.96335,324.05493,183.79164,324.05493,312.7803,252.0814,312.7803,268.4975,177.07965,268.4975,375.05228,189.95271,375.05228,182.82747,239.97298,182.82747,398.19922,248.25928,398.19922,210.05966,315.0606,210.05966,380.07706,319.1499,380.07706,283.54617,496.49118,283.54617,344.07498,486.36145,344.07498,269.99954,316.82733,269.99954,332.49927,317.65103,332.49927,280.29697,622.9739,280.29697,330.9201,601.2645,330.9201,
366.66687,96.88815,366.66687,323.91257,184.60953,323.91257,312.30923,255.09212,312.30923,267.72473,177.81169,267.72473,375.42438,190.84164,375.42438,182.69347,241.19807,182.69347,394.72925,257.00555,394.72925,211.34888,317.841,211.34888,379.71942,319.5121,379.71942,281.53668,500.72742,281.53668,336.87274,453.95337,336.87274,271.03302,322.0145,271.03302,330.07385,322.58014,330.07385,277.82486,628.03864,277.82486,329.4984,558.6133,329.4984,
366.48587,96.61679,366.48587,323.92664,186.02612,323.92664,312.39926,254.61427,312.39926,266.84924,178.96207,266.84924,376.2326,192.49966,376.2326,182.6413,244.77806,182.6413,395.63092,256.2409,395.63092,216.6387,324.52582,216.6387,381.7068,312.8022,381.7068,279.35355,498.3977,279.35355,339.79785,447.84045,339.79785,271.3097,319.61053,271.3097,330.11963,320.5708,330.11963,275.6787,627.02185,275.6787,329.74765,557.98254,329.74765,
366.4735,96.496765,366.4735,324.401,186.50616,324.401,312.9418,255.153,312.9418,266.97968,179.51814,266.97968,376.96884,192.90353,376.96884,182.2281,245.7193,182.2281,396.61017,256.95496,396.61017,216.7832,325.07782,216.7832,383.25406,309.87448,383.25406,271.76587,449.003,271.76587,344.4154,445.02643,344.4154,272.90552,320.29456,272.90552,329.8197,321.06717,329.8197,275.27142,580.93726,275.27142,331.0907,553.07007,331.0907,
366.20053,96.43135,366.20053,324.08377,187.14798,324.08377,312.5302,257.0077,312.5302,265.27612,180.40862,265.27612,377.8546,193.31013,377.8546,182.14037,246.59949,182.14037,387.16083,261.57132,387.16083,211.64919,321.5646,211.64919,384.66504,307.3402,384.66504,275.661,495.97662,275.661,344.23865,439.07562,344.23865,272.03064,323.27924,272.03064,329.74905,323.62183,329.74905,278.26016,628.5347,278.26016,330.08853,551.7998,330.08853,
365.81152,96.18965,365.81152,324.11014,188.14787,324.11014,312.6655,256.58817,312.6655,265.27838,181.42432,265.27838,377.93402,194.2991,377.93402,182.062,246.67259,182.062,390.27765,258.9235,390.27765,213.37756,323.1606,213.37756,384.17874,307.88135,384.17874,275.40756,491.64648,275.40756,346.08322,470.95074,346.08322,272.199,321.43954,272.199,330.05853,321.93335,330.05853,278.78918,624.4114,278.78918,332.556,596.0668,332.556,
365.3487,96.0387,365.3487,324.24933,188.99265,324.24933,311.57956,261.84253,311.57956,265.54022,181.86496,265.54022,377.9586,195.5133,377.9586,181.30812,246.61237,181.30812,393.5476,257.69955,393.5476,212.52313,323.0026,212.52313,378.9213,321.3769,378.9213,286.88586,504.0415,286.88586,340.71286,491.6381,340.71286,267.73834,330.68616,267.73834,329.87827,331.22556,329.87827,277.74588,624.6427,277.74588,332.70044,608.8025,332.70044,
365.20923,95.814865,365.20923,324.18417,189.41306,324.18417,312.0951,264.1284,312.0951,265.39877,183.01001,265.39877,378.01404,195.27634,378.01404,180.44208,246.91911,180.44208,404.89282,252.5423,404.89282,213.80872,325.36945,213.80872,376.65863,323.52008,376.65863,283.55493,506.3832,283.55493,343.68735,495.49548,343.68735,268.23056,335.06296,268.23056,331.51764,334.75232,331.51764,278.54483,628.4337,278.54483,331.4183,610.30396,331.4183,
364.84256,95.43941,364.84256,328.71872,186.59424,328.71872,315.34357,256.7706,315.34357,274.35004,179.16002,274.35004,378.94687,193.46228,378.94687,180.01697,248.15167,180.01697,408.9665,247.70848,408.9665,213.45065,325.07715,213.45065,382.48056,314.59787,382.48056,265.14255,433.1186,265.14255,343.46518,454.6353,343.46518,272.3591,322.3174,272.3591,331.66095,324.24222,331.66095,275.47433,581.75116,275.47433,332.9662,554.98267,332.9662,
364.49515,94.9149,364.49515,326.59848,187.6864,326.59848,313.32495,256.2258,313.32495,269.9082,179.3855,269.9082,378.88483,195.34247,378.88483,181.2694,246.63695,181.2694,407.03174,243.01514,407.03174,211.35165,320.98456,211.35165,383.57352,313.64313,383.57352,268.41925,434.44733,268.41925,349.26932,455.7717,349.26932,271.27582,320.13693,271.27582,328.88522,322.79483,328.88522,276.7366,573.6188,276.7366,332.60577,556.76465,332.60577,
363.9768,94.6366,363.9768,325.80945,188.38345,325.80945,313.38593,257.75778,313.38593,268.20676,180.94138,268.20676,378.8313,195.23372,378.8313,181.36757,247.06398,181.36757,398.60922,240.80003,398.60922,214.76418,323.88165,214.76418,384.83307,312.2358,384.83307,283.01996,468.5893,283.01996,350.9236,438.6997,350.9236,272.00156,322.92218,272.00156,329.90863,324.49756,329.90863,275.21298,616.75696,275.21298,336.0176,553.9131,336.0176,
363.6983,94.3837,363.6983,325.53027,189.43626,325.53027,313.4339,258.8675,313.4339,267.34576,182.21707,267.34576,379.02896,196.07408,379.02896,180.32784,248.45543,180.32784,399.10687,239.25479,399.10687,224.04028,334.56628,224.04028,383.48523,314.22864,383.48523,282.55438,480.03748,282.55438,354.82138,479.8327,354.82138,271.92206,324.26495,271.92206,330.65646,325.5404,330.65646,276.46484,618.8627,276.46484,339.40057,599.0188,339.40057,
363.334,94.22507,363.334,324.76422,189.29572,324.76422,313.54636,259.28476,313.54636,266.14038,182.88336,266.14038,378.51437,195.17497,378.51437,179.59474,249.82399,179.59474,376.0209,144.8526,376.0209,226.6696,335.55072,226.6696,375.90707,326.2253,375.90707,272.17914,489.78278,272.17914,348.35788,487.97217,348.35788,273.06262,325.75067,273.06262,331.39514,325.96686,331.39514,274.3943,621.1532,274.3943,336.78546,603.2112,336.78546,
362.94565,94.06406,362.94565,324.32745,189.43283,324.32745,313.4265,260.39685,313.4265,265.28958,183.34828,265.28958,378.46292,195.01212,378.46292,179.33603,249.89523,179.33603,389.43396,221.94527,389.43396,226.6381,335.65887,226.6381,395.19482,288.98203,395.19482,261.0804,488.4203,261.0804,349.3068,487.54388,349.3068,272.5952,327.94876,272.5952,332.1932,327.76688,332.1932,272.81046,620.19714,272.81046,336.19742,607.50964,336.19742,
362.57962,93.94565,362.57962,323.88184,189.3231,323.88184,313.64236,260.5357,313.64236,264.82877,183.64673,264.82877,378.0137,194.52644,378.0137,178.31508,249.78355,178.31508,392.38266,224.64543,392.38266,202.74083,311.08588,202.74083,388.6923,303.8406,388.6923,270.1308,497.50705,270.1308,350.59756,487.25153,350.59756,274.28787,328.65182,274.28787,332.22784,328.031,332.22784,274.60004,625.86523,274.60004,336.33817,607.5348,336.33817,
362.34753,93.802124,362.34753,324.3011,189.751,324.3011,313.81845,260.58606,313.81845,265.40002,183.86624,265.40002,378.3922,195.1552,378.3922,177.78694,249.29922,177.78694,392.59003,226.59131,392.59003,207.95807,316.85132,207.95807,389.67377,303.20938,389.67377,270.20422,495.59344,270.20422,350.76492,487.85223,350.76492,274.11752,328.1353,274.11752,332.3072,327.88022,332.3072,274.71136,625.43787,274.71136,338.29263,607.2131,338.29263,
362.32898,93.86803,362.32898,324.9226,190.21396,324.9226,314.11462,260.77954,314.11462,265.66602,184.06343,265.66602,379.39178,195.86755,379.39178,177.73566,248.76825,177.73566,392.8492,232.09933,392.8492,212.96548,321.7707,212.96548,387.84064,306.45343,387.84064,267.2623,500.4736,267.2623,349.25055,481.4943,349.25055,273.9082,327.83798,273.9082,332.51086,327.93564,332.51086,275.67804,622.1548,275.67804,338.2626,605.9676,338.2626,
361.9582,93.761475,361.9582,325.23572,190.4592,325.23572,314.23755,261.1226,314.23755,266.14038,184.22827,266.14038,379.66617,196.19827,379.66617,177.94963,248.29532,177.94963,393.95404,232.16423,393.95404,219.41154,328.0014,219.41154,383.62524,313.51068,383.62524,271.88672,471.36365,271.88672,350.12216,484.2314,350.12216,273.51886,328.08664,273.51886,332.80585,328.40897,332.80585,278.85522,578.886,278.85522,342.78882,606.42444,342.78882,
361.62845,93.719696,361.62845,325.25186,190.52264,325.25186,316.17096,264.75644,316.17096,265.6478,186.54066,265.6478,380.23502,194.19592,380.23502,178.69525,250.28572,178.69525,395.40643,231.17953,395.40643,218.83176,330.79764,218.83176,386.1454,309.63855,386.1454,274.56827,503.73233,274.56827,348.9592,472.08496,348.9592,278.034,335.851,278.034,335.99457,333.85126,335.99457,281.93646,628.6743,281.93646,340.80038,610.09875,340.80038,
361.4895,93.61128,361.4895,325.49594,190.50844,325.49594,315.72147,263.64178,315.72147,266.02487,185.704,266.02487,380.31058,194.9367,380.31058,179.2939,250.29788,179.2939,396.06473,232.51611,396.06473,216.49991,327.32367,216.49991,383.73468,313.88623,383.73468,274.09064,499.971,274.09064,349.84427,473.61774,349.84427,276.5086,333.48856,276.5086,335.2152,332.27863,335.2152,283.16006,628.34485,283.16006,340.48828,609.91046,340.48828,
361.40982,93.65022,361.40982,325.428,190.623,325.428,315.4927,263.04315,315.4927,265.85516,185.49329,265.85516,380.37134,195.35408,380.37134,182.85406,252.19156,182.85406,397.73233,234.8401,397.73233,209.6482,319.90082,209.6482,382.30023,316.12708,382.30023,273.79376,497.6935,273.79376,347.93814,447.00873,347.93814,276.03613,332.09097,276.03613,334.9065,331.29816,334.9065,278.37817,634.0763,278.37817,338.05106,566.2201,338.05106,
361.37903,93.40924,361.37903,325.38187,190.9586,325.38187,315.79092,263.85626,315.79092,265.64487,186.29965,265.64487,380.41464,195.25067,380.41464,183.74817,253.14702,183.74817,398.75772,234.54724,398.75772,211.11394,321.8958,211.11394,381.26425,316.20367,381.26425,268.67038,500.73245,268.67038,351.89355,476.87115,351.89355,275.90024,333.57886,275.90024,336.23883,332.1773,336.23883,275.00024,637.18396,275.00024,340.54984,607.62134,340.54984,
361.1059,93.46268,361.1059,325.16974,191.02472,325.16974,315.56976,263.4685,315.56976,265.374,186.19263,265.374,380.33597,195.4827,380.33597,181.85373,252.04839,181.85373,399.9037,234.38568,399.9037,218.4545,328.66556,218.4545,380.17523,318.15216,380.17523,268.42828,501.00357,268.42828,352.4527,477.95892,352.4527,275.75262,332.65457,275.75262,335.94238,331.57407,335.94238,275.63568,636.73535,275.63568,338.03534,609.21747,338.03534,
360.9538,93.67085,360.9538,324.99606,191.02217,324.99606,315.12222,261.43774,315.12222,265.17307,185.74063,265.17307,380.11133,195.88806,380.11133,181.1183,251.2583,181.1183,399.518,234.6999,399.518,221.88687,332.66614,221.88687,379.11957,324.2061,379.11957,269.1319,497.44815,269.1319,352.04926,476.34296,352.04926,275.70496,328.5573,275.70496,334.57697,327.99423,334.57697,277.9561,635.14874,277.9561,333.71375,606.4617,333.71375,
360.87036,93.76805,360.87036,324.44717,191.36714,324.44717,314.8521,261.8684,314.8521,264.16626,186.1908,264.16626,380.04062,196.14098,380.04062,181.77278,252.6269,181.77278,399.65137,233.04253,399.65137,221.09137,330.2532,221.09137,377.94803,321.10504,377.94803,269.48065,499.29642,269.48065,352.35123,477.1528,352.35123,275.58218,329.1159,275.58218,334.69507,328.5176,334.69507,276.32333,635.6848,276.32333,334.13013,609.81036,334.13013,
360.70767,93.66855,360.70767,323.89328,191.7498,323.89328,314.63525,265.5948,314.63525,262.99005,187.26141,262.99005,380.2046,195.89978,380.2046,180.44478,252.75287,180.44478,396.45,233.45891,396.45,223.62381,332.32,223.62381,382.154,314.19864,382.154,260.23944,498.55563,260.23944,347.53104,453.58218,347.53104,275.2009,336.06848,275.2009,335.3726,334.7329,335.3726,274.81915,638.8087,274.81915,332.56552,566.741,332.56552,
360.4585,93.73395,360.4585,323.96442,191.91425,323.96442,314.56454,264.17404,314.56454,263.21878,187.04277,263.21878,380.07837,196.41426,380.07837,179.99706,251.96898,179.99706,398.2821,234.16963,398.2821,217.56166,326.774,217.56166,381.56665,315.9281,381.56665,277.79834,503.51016,277.79834,351.69565,485.6158,351.69565,275.62402,333.12234,275.62402,334.52243,332.22464,334.52243,276.32358,636.0605,276.32358,332.42395,610.31036,332.42395,
360.2546,93.59093,360.2546,324.2469,192.04901,324.2469,314.75278,263.77234,314.75278,263.61612,186.84201,263.61612,380.22485,196.85643,380.22485,179.7584,250.57628,179.7584,400.70493,236.30989,400.70493,215.9065,325.38397,215.9065,379.4981,320.8827,379.4981,284.0317,504.38428,284.0317,352.2209,483.1302,352.2209,275.8039,332.24722,275.8039,334.48685,331.66687,334.48685,277.09097,635.0314,277.09097,330.97952,610.2339,330.97952,
359.8161,93.42241,359.8161,324.03098,192.241,324.03098,315.31195,265.1678,315.31195,263.46432,187.58717,263.46432,380.06055,196.5462,380.06055,179.83195,250.3851,179.83195,399.4654,239.7772,399.4654,216.92578,325.84952,216.92578,380.075,321.37854,380.075,285.09192,501.3178,285.09192,345.15396,466.8573,345.15396,276.28186,335.11987,276.28186,336.54843,334.02917,336.54843,275.15125,632.6051,275.15125,329.8881,561.6024,329.8881,
359.5976,93.08818,359.5976,324.4518,191.61707,324.4518,315.1656,263.8403,315.1656,264.3199,186.53473,264.3199,379.9462,196.30745,379.9462,179.88628,250.11993,179.88628,399.66116,238.71466,399.66116,219.55017,327.69092,219.55017,377.54492,322.1958,377.54492,284.8639,497.23904,284.8639,349.31302,486.75348,349.31302,276.213,332.99365,276.213,335.24286,332.21008,335.24286,275.95746,630.105,275.95746,329.9013,602.60034,329.9013,
359.2684,92.978775,359.2684,325.09018,191.30716,325.09018,315.3701,262.90634,315.3701,265.4298,185.89584,265.4298,380.09198,196.29594,380.09198,180.89049,250.96494,180.89049,398.58313,239.17902,398.58313,205.54855,313.31204,205.54855,383.92368,309.47842,383.92368,285.2739,494.07587,285.2739,348.09607,458.34067,348.09607,276.17532,331.33676,276.17532,334.8483,330.8437,334.8483,277.06787,626.7361,277.06787,334.79303,561.1205,334.79303,
359.33728,92.76509,359.33728,325.59567,190.9485,325.59567,315.35654,260.61172,315.35654,266.66193,185.14574,266.66193,379.7362,196.27931,379.7362,181.5927,250.65086,181.5927,397.3774,239.04054,397.3774,209.57584,316.7376,209.57584,381.33047,314.7978,381.33047,278.30423,484.49847,278.30423,348.757,460.064,348.757,276.10532,327.0991,276.10532,333.86115,326.88733,333.86115,277.06616,621.19946,277.06616,337.6777,563.0869,337.6777,
359.2106,92.59747,359.2106,325.81815,190.92,325.81815,315.56958,261.3894,315.56958,266.9869,185.13657,266.9869,379.92505,196.23901,379.92505,182.57152,250.78401,182.57152,396.9997,238.81808,396.9997,210.27711,318.6868,210.27711,382.74478,313.9215,382.74478,276.23425,500.9885,276.23425,351.9309,482.91718,351.9309,276.63297,328.64185,276.63297,333.78302,328.42706,333.78302,277.12762,622.99915,277.12762,340.2028,596.122,340.2028,
358.79218,92.47145,358.79218,325.73666,191.26932,325.73666,315.60605,262.0731,315.60605,266.78986,185.47871,266.78986,380.02438,196.60223,380.02438,183.03786,251.41168,183.03786,398.9119,238.12486,398.9119,221.84042,329.18994,221.84042,381.21436,315.57974,381.21436,281.65662,484.99597,281.65662,353.86877,484.7315,353.86877,276.64307,329.65527,276.64307,334.06732,329.5163,334.06732,275.01526,622.0565,275.01526,342.57382,597.82544,342.57382,
358.42197,92.454605,358.42197,325.5466,191.43684,325.5466,315.32758,261.9305,315.32758,266.54987,185.30505,266.54987,379.76175,197.07166,379.76175,182.66411,251.24507,182.66411,402.2131,239.7273,402.2131,217.36737,323.80038,217.36737,378.56693,320.15332,378.56693,280.64435,459.73376,280.64435,354.2713,485.6635,354.2713,276.36288,329.32837,276.36288,333.54144,329.3761,333.54144,276.4312,576.8159,276.4312,344.5532,598.89526,344.5532,
358.13507,92.374054,358.13507,325.47406,191.79678,325.47406,315.25558,262.12878,315.25558,266.28125,185.67737,266.28125,379.83524,197.41669,379.83524,182.36691,251.39224,182.36691,403.78107,239.90219,403.78107,218.0488,324.9361,218.0488,378.13007,321.7633,378.13007,281.2737,485.90094,281.2737,346.9741,487.58212,346.9741,276.1258,329.38425,276.1258,333.6197,329.38895,333.6197,277.14716,618.38806,277.14716,344.03333,601.0591,344.03333,
357.5736,92.37088,357.5736,323.64127,191.04578,323.64127,315.2736,262.9463,315.2736,262.66867,187.42653,262.66867,379.2736,194.34802,379.2736,182.22089,254.53143,182.22089,402.1427,235.58162,402.1427,224.18909,333.34232,224.18909,379.37875,317.19873,379.37875,269.44254,494.32257,269.44254,340.00327,448.3069,340.00327,276.0907,332.69913,276.0907,337.13916,329.6305,337.13916,279.136,621.3764,279.136,342.22977,561.069,342.22977,
357.39972,92.41992,357.39972,324.0244,190.99887,324.0244,314.97928,262.23157,314.97928,263.51434,186.32819,263.51434,379.41348,195.27426,379.41348,182.33298,253.4678,182.33298,400.75873,235.8276,400.75873,223.89856,332.11115,223.89856,378.42197,322.1347,378.42197,273.6315,494.7804,273.6315,345.2162,471.29718,345.2162,276.06305,330.88495,276.06305,335.35626,329.18738,335.35626,280.48972,621.89996,280.48972,343.17233,596.92834,343.17233,
357.234,92.30875,357.234,329.25043,189.12292,329.25043,317.14716,260.68106,317.14716,275.3826,181.97295,275.3826,379.08466,195.73752,379.08466,182.8664,252.77248,182.8664,399.73227,235.87311,399.73227,223.87595,330.88657,223.87595,375.8307,326.43042,375.8307,266.73383,507.017,266.73383,347.52032,476.5985,347.52032,275.72464,328.39755,275.72464,334.13162,329.97516,334.13162,276.69922,623.7934,276.69922,344.03262,602.84644,344.03262,
357.23563,92.29288,357.23563,326.89175,189.93347,326.89175,315.91263,260.98804,315.91263,270.0934,183.40184,270.0934,379.27292,195.95715,379.27292,183.15433,252.61404,183.15433,399.57648,235.2967,399.57648,222.9133,329.38098,222.9133,378.08127,324.97147,378.08127,270.93878,504.6013,270.93878,361.01672,479.62415,361.01672,275.58978,328.58273,275.58978,333.99365,329.26187,333.99365,275.25943,625.33673,275.25943,346.7734,605.5126,346.7734,
357.41748,92.381,357.41748,325.89935,190.37643,325.89935,315.37115,261.26434,315.37115,267.91803,184.10669,267.91803,379.2374,196.14407,379.2374,184.15474,252.66547,184.15474,400.07306,235.1538,400.07306,221.1022,327.81348,221.1022,382.80215,316.0354,382.80215,273.44107,502.74683,273.44107,352.88812,479.34967,352.88812,275.3226,328.92816,275.3226,334.01303,329.16125,334.01303,275.182,627.0385,275.182,341.1406,606.99695,341.1406,
357.42038,92.696655,357.42038,325.2549,190.60085,325.2549,315.1825,261.42682,315.1825,266.39667,184.81271,266.39667,379.5215,195.93744,379.5215,183.60583,252.26576,183.60583,403.46204,237.28316,403.46204,223.55063,329.8329,223.55063,382.3324,319.2906,382.3324,276.70874,501.734,276.70874,346.26807,491.82623,346.26807,275.92175,328.98294,275.92175,334.0411,328.91974,334.0411,277.43195,623.145,277.43195,340.6229,610.1516,340.6229,
357.34128,92.851,357.34128,324.8426,190.86299,324.8426,314.93634,261.5998,314.93634,265.7758,185.14021,265.7758,379.2239,196.1318,379.2239,183.1319,251.59749,183.1319,401.75684,236.58698,401.75684,223.71736,329.04803,223.71736,385.55054,318.06522,385.55054,280.57883,498.61493,280.57883,342.11627,458.38562,342.11627,275.6555,329.2175,275.6555,334.0837,328.99072,334.0837,277.95163,620.3509,277.95163,338.44516,557.8364,338.44516,
357.41653,92.968185,357.41653,324.4873,191.23256,324.4873,314.8452,262.15033,314.8452,265.3158,185.83861,265.3158,378.8942,196.1922,378.8942,182.7311,251.41278,182.7311,401.20032,236.41995,401.20032,224.26465,328.88272,224.26465,386.00723,313.83746,386.00723,264.24103,500.2549,264.24103,341.21777,489.30762,341.21777,275.61993,330.12506,275.61993,334.41727,329.46555,334.41727,279.03403,618.6152,279.03403,340.25906,598.90796,340.25906,
357.39594,92.8011,357.39594,324.13577,191.22617,324.13577,314.56308,261.90973,314.56308,264.60645,185.69693,264.60645,378.79962,196.30347,378.79962,182.9897,250.44016,182.9897,403.44922,238.0657,403.44922,223.93866,326.83826,223.93866,390.50433,315.4018,390.50433,270.002,499.76877,270.002,349.75296,483.26044,349.75296,275.509,329.74396,275.509,334.06363,329.141,334.06363,276.31674,621.30945,276.31674,343.73776,599.8059,343.73776,
357.57153,92.612946,357.57153,324.76974,190.87448,324.76974,314.95853,259.5862,314.95853,264.72595,185.07143,264.72595,380.21948,196.23354,380.21948,182.8239,249.50333,182.8239,403.9983,240.60191,403.9983,225.5938,326.90582,225.5938,380.40405,322.39407,380.40405,272.34192,500.99347,272.34192,350.97086,450.19897,350.97086,276.02637,324.9129,276.02637,334.05487,325.1471,334.05487,274.96295,622.5105,274.96295,343.71216,553.47156,343.71216,
358.11453,92.56676,358.11453,325.0542,190.47018,325.0542,315.31372,259.66806,315.31372,264.7843,184.74405,264.7843,380.5823,195.74579,380.5823,182.8046,249.15445,182.8046,403.71872,242.11256,403.71872,225.39255,325.4884,225.39255,387.24353,322.90363,387.24353,276.9666,503.03528,276.9666,359.3757,482.4715,359.3757,276.33286,325.63202,276.33286,334.54614,325.5901,334.54614,279.2093,625.5231,279.2093,348.77997,597.2151,348.77997,
358.655,92.43718,358.655,325.2458,189.6402,325.2458,317.2576,255.59975,317.2576,264.08392,185.38086,264.08392,381.57367,193.5629,381.57367,183.21967,249.50467,183.21967,403.22263,239.91486,403.22263,223.42354,324.80188,223.42354,389.79263,318.7967,389.79263,279.05557,498.3015,279.05557,359.03656,480.50604,359.03656,278.07556,319.02222,278.07556,339.9082,317.7576,339.9082,281.11584,618.9167,281.11584,346.59042,593.74414,346.59042,
359.2889,92.33237,359.2889,325.81763,189.43779,325.81763,317.38358,256.27264,317.38358,264.7118,184.63152,264.7118,382.04526,193.86037,382.04526,184.29326,248.50072,184.29326,405.34357,241.43077,405.34357,225.9125,327.5053,225.9125,392.44284,316.66852,392.44284,278.4277,498.3512,278.4277,346.15717,488.7047,346.15717,278.68866,320.42392,278.68866,338.73068,319.5912,338.73068,281.6267,619.3439,281.6267,345.32318,595.622,345.32318,
359.66003,91.95755,359.66003,327.98135,188.08185,327.98135,319.18344,256.03735,319.18344,265.94714,182.61336,265.94714,385.0008,193.10828,385.0008,185.28564,248.30302,185.28564,405.8461,240.56125,405.8461,229.93289,328.33963,229.93289,398.78186,307.64233,398.78186,281.83032,484.45142,281.83032,355.10144,489.46942,355.10144,281.48453,321.16412,281.48453,338.91013,320.82028,338.91013,283.2459,619.6261,283.2459,348.88742,599.131,348.88742,
360.21738,91.24617,360.21738,327.25327,182.47777,327.25327,320.7877,252.80785,320.7877,267.6658,177.9155,267.6658,381.58142,186.63736,381.58142,186.25024,242.43576,186.25024,404.86743,241.21634,404.86743,231.09717,324.20035,231.09717,401.31528,315.36377,401.31528,281.05914,477.7975,281.05914,362.2682,492.4848,362.2682,283.17386,322.0012,283.17386,344.37906,319.82843,344.37906,284.55728,611.6135,284.55728,352.71698,607.9325,352.71698,
